idx,question,choice_A,choice_B,choice_C,choice_D,correct_answer,domain,label,task,annotator_id,question_comments,choices_comments
513,"A survey of 45 students recorded their participation in art or music clubs and their class standing. The results are: 8 juniors in art, 12 seniors in art, 10 juniors in music, and 15 seniors in music. A student participating in the art club is selected at random. What is the probability they are a senior?",$12/45$,$3/5$,$15/20$,$27/45$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Use one- and two-way tables, area models, and other representations to find relative frequency, probabilities, and conditional probabilities.",Annotator 3,"Removed the word, ""if.""",None || None || None || None
508,"A high school club has 80 members, and there are an equal number of members from each grade level (freshmen, sophomore, junior, senior). The club had 5 freshmen, 8 sophomores, 10 juniors, and 12 seniors attend a workshop. If a club member who attended the workshop is selected at random, what is the probability they are a senior?",$\frac{12}{80}$,$\frac{12}{35}$,$\frac{12}{23}$,$\frac{12}{20}$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Use one- and two-way tables, area models, and other representations to find relative frequency, probabilities, and conditional probabilities.",Annotator 4,"problem setup originally unclear in wording. Also not convinced if this is truly a conditional probability problem, as the opening sentence is unnecessary to solve the problem correctly.",None || None || None || None
531,"At a school event, 80 students attended the morning session, 60 attended the afternoon session, and 30 attended both. If a student who attended the morning session is chosen at random, what is the probability they also attended the afternoon session?",$3/11$,$3/8$,$1/2$,$3/4$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Calculate, express, or interpret the probability or conditional probability of an event using a data display showing frequencies for a single variable, a two-way table, an area model, or a description of a situation.",Annotator 2,"While I think this question is a little *easy*, I don't think it's inherently awful.",None || None || None || None
509,"A company produces 200 electronic devices and 300 furniture items. During quality checks, 15 electronic devices and 25 furniture items were found defective. If an item is selected at random, what is the probability it is a working (non-defective) device?",$2/25$,$18/25$,$2/5$,$3/5$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Calculate, express, or interpret the probability or conditional probability of an event using a data display showing frequencies for a single variable, a two-way table, an area model, or a description of a situation.",Annotator 2,"The original problem did not require any deduction to find missing parts of the two-way table. This questions provides all the information, without actually doing work. ",None || None || None || None
513,"A survey of 45 students recorded their participation in art or music clubs and their class standing. The results are: 8 juniors in art, 12 seniors in art, 10 juniors in music, and 15 seniors in music. If a student participating in the art club is selected at random, what is the probability they are a senior?",$12/45$,$3/5$,$15/20$,$12/27$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Use one- and two-way tables, area models, and other representations to find relative frequency, probabilities, and conditional probabilities.",Annotator 4,"Consider making all answer choices in simplest form. Option B, the correct answer, is the only one that is reduced to simplest form, which might lead to inflated false positive responses.",None || None || None || Original answer had the same reduced value as the correct option.
531,"At a school event, 80 students attended the morning session, 60 attended the afternoon session, and 30 attended both. If a student who attended the morning session is chosen at random, what is the probability they only attended the morning session?",$3/8$,$5/8$,$8/11$,$5/11$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Calculate, express, or interpret the probability or conditional probability of an event using a data display showing frequencies for a single variable, a two-way table, an area model, or a description of a situation.",Annotator 2,"I think I already reviewed this question but this time I had a different way to make it better. As is, it does not require using a data display to find the answer. I updated the question.",None || None || None || None
509,"A company produces 200 electronic devices and 300 furniture items. During quality checks, 15 electronic devices and 25 furniture items were found defective. If a defective item is selected at random, what is the probability it is an electronic device?",$3/100$,$3/8$,$2/5$,$5/8$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Calculate, express, or interpret the probability or conditional probability of an event using a data display showing frequencies for a single variable, a two-way table, an area model, or a description of a situation.",Annotator 2,I reviewed this item already,None || None || None || None
519,"A school club has 80 freshmen and 120 sophomores. Some freshmen and 25% of the sophomores are attending a workshop. If the probability that a randomly selected attendee is a freshman is \(\frac{1}{3}\), how many freshmen are attending?",$60$,$32$,$15$,$20$,C,Problem-Solving and Data Analysis,Probability and conditional probability,"Given a probability, determine an unknown number in a data display showing frequencies for a single variable, a two-way table, or a description of a situation, including using a probability to determine the frequency of an event.",Annotator 4,Adjusted question stem for LaTex formatting,None || None || None || None
519,"A school club has 80 freshmen and 120 sophomores. Some freshmen and $25\%$ of the sophomores decided to attend a music club. If the probability that a randomly selected freshman who is attending the club is \frac{1}{3}, how many freshmen are attending?",$60$,$32$,$15$,$20$,C,Problem-Solving and Data Analysis,Probability and conditional probability,"Given a probability, determine an unknown number in a data display showing frequencies for a single variable, a two-way table, or a description of a situation, including using a probability to determine the frequency of an event.",Annotator 3,Added formatting - the question is reading strangely. I also added what the workshop might be about. Do kids attend workshops? ,None || None || None || None
573,"A bookstore surveyed 120 customers about their most recent purchase type (fiction or non-fiction) and age group. The results are: 20 customers under 30 bought fiction, 10 bought non-fiction; 15 customers aged 30-50 bought fiction, 25 bought non-fiction; 5 customers over 50 bought fiction, 45 bought non-fiction. If a customer who purchased fiction is selected at random, what is the probability they are under 30?",$1/6$,$1/2$,$2/3$,$3/4$,B,Problem-Solving and Data Analysis,Probability and conditional probability,"Use one- and two-way tables, area models, and other representations to find relative frequency, probabilities, and conditional probabilities.",Annotator 1,"This is a little overwhelming, if the data could be displayed in a table the question would be better.",None || None || None || None
